0	788.674	536.001	0.0
0	788.514	535.707	1.0
0	771.478	507.953	2.0
0	763.600	486.520	3.0
0	753.914	471.732	4.0
0	735.688	460.207	5.0
0	713.296	452.290	6.0
0	689.367	441.135	7.0
0	661.117	431.334	8.0
0	648.353	435.735	9.0
0	611.950	414.586	10.0
0	581.945	404.222	11.0
0	557.507	397.241	12.0
0	540.785	405.782	13.0
0	532.168	429.525	14.0
0	530.861	456.514	15.0
0	528.553	481.702	16.0
0	525.722	507.332	17.0
0	525.021	531.052	18.0
0	524.961	535.980	19.0
0	519.060	580.242	20.0
0	516.093	599.692	21.0
0	511.363	596.845	22.0
0	516.988	575.316	23.0
0	517.911	545.730	24.0
0	522.862	516.551	25.0
0	528.959	485.158	26.0
0	533.813	457.884	27.0
0	531.151	431.130	28.0
0	518.473	407.304	29.0
0	491.201	399.686	30.0
0	490.962	398.948	31.0
0	463.671	391.567	32.0
0	414.721	372.298	33.0
0	392.877	351.390	34.0
0	372.701	329.241	35.0
0	351.698	309.733	36.0
0	335.870	298.705	37.0
0	325.590	288.658	38.0
0	328.859	295.420	39.0
0	332.891	314.361	40.0
0	337.616	330.483	41.0
0	344.625	348.117	42.0
0	348.357	359.826	43.0
0	336.719	369.197	44.0
0	334.635	373.403	45.0
0	335.426	376.458	46.0
0	335.807	376.160	47.0
0	338.919	366.553	48.0
0	339.678	338.064	49.0
0	327.073	310.036	50.0
0	304.474	284.183	51.0
0	277.067	263.176	52.0
0	246.577	246.248	53.0
0	214.736	233.210	54.0
0	196.761	230.958	55.0
0	169.075	182.594	56.0
0	155.540	148.784	57.0
0	141.505	115.212	58.0
0	123.472	81.346	59.0
0	108.945	57.786	60.0
0	95.402	50.798	61.0
0	106.899	66.550	62.0
0	123.431	94.914	63.0
0	143.101	127.240	64.0
0	158.447	159.337	65.0
0	172.609	188.154	66.0
0	184.149	215.962	67.0
0	185.891	241.085	68.0
0	179.717	252.446	69.0
0	169.261	269.050	70.0
0	155.418	300.082	71.0
0	156.251	333.959	72.0
0	151.915	345.057	73.0
0	155.684	370.790	74.0
0	146.629	394.425	75.0
0	127.134	407.752	76.0
0	99.117	403.519	77.0
0	93.231	399.065	78.0
0	91.203	398.847	79.0
0	92.740	397.960	80.0
0	90.043	391.249	81.0
0	91.265	392.205	82.0
0	90.560	389.634	83.0
0	91.601	388.667	84.0
0	91.533	388.340	85.0
0	91.346	388.381	86.0
0	92.537	388.853	87.0
0	92.802	388.021	88.0
0	92.053	388.465	89.0
0	92.652	388.001	90.0
0	92.363	388.531	91.0
0	92.009	388.953	92.0
0	91.934	388.724	93.0
0	90.552	388.316	94.0
0	90.322	388.257	95.0
0	90.801	388.340	96.0
0	90.578	388.465	97.0
0	91.423	388.670	98.0
0	91.793	389.959	99.0
0	90.051	390.978	100.0
0	89.175	389.657	101.0
0	90.065	389.020	102.0
0	88.474	386.755	103.0
0	87.774	386.364	104.0
0	88.402	385.949	105.0
0	87.905	386.348	106.0
0	88.099	386.196	107.0
0	88.105	386.924	108.0
0	89.234	385.545	109.0
0	88.086	384.881	110.0
0	87.950	383.640	111.0
0	88.232	380.948	112.0
0	88.172	368.077	113.0
0	87.541	355.251	114.0
0	83.496	342.035	115.0
0	80.309	331.607	116.0
0	72.736	316.940	117.0
0	69.284	301.354	118.0
