0	None	0	0.0	
0	D6, F	1.123	1.0	
0	F	0.787	2.0	
0	F	0.61	3.0	
0	F	0.744	4.0	
0	D7, F	0.819	5.0	
0	F	0.91	6.0	
0	F	1.031	7.0	
0	D8, F	0.466	8.0	
0	D6, F	1.452	9.0	
0	D7, F	1.095	10.0	
0	F	0.876	11.0	
0	D8, F	0.647	12.0	
0	D9, F	0.871	13.0	
0	F	0.932	14.0	
0	F	0.872	15.0	
0	F	0.889	16.0	
0	F	0.818	17.0	
0	F	0.17	18.0	
0	F	1.54	19.0	
0	F	0.678	20.0	
0	D6, F	0.19	21.0	
0	D5, F	0.767	22.0	
0	F	1.021	23.0	
0	F	1.021	24.0	
0	F	1.103	25.0	
0	F	0.955	26.0	
0	F	0.927	27.0	
0	D6, F	0.931	28.0	
0	D7, F	0.976	29.0	
0	None	0	30.0	
0	D7, F	0.975	31.0	
0	F	1.814	32.0	
0	D6, F	1.043	33.0	
0	F	1.033	34.0	
0	F	0.988	35.0	
0	F	0.665	36.0	
0	F	0.496	37.0	
0	D1, F	0.259	38.0	
0	F	0.668	39.0	
0	F	0.579	40.0	
0	F	0.654	41.0	
0	F	0.424	42.0	
0	D8, F	0.515	43.0	
0	D9, F	0.162	44.0	
0	D1, F	0.109	45.0	
0	None	0	46.0	
0	D5, F	0.348	47.0	
0	F	0.983	48.0	
0	D6, F	1.06	49.0	
0	F	1.184	50.0	
0	F	1.191	51.0	
0	D7, F	1.203	52.0	
0	F	1.186	53.0	
0	F	0.625	54.0	
0	D6, F	1.922	55.0	
0	F	1.256	56.0	
0	F	1.255	57.0	
0	F	1.323	58.0	
0	F	0.954	59.0	
0	D7, F	0.526	60.0	
0	D1, F	0.672	61.0	
0	F	1.132	62.0	
0	F	1.305	63.0	
0	F	1.227	64.0	
0	F	1.107	65.0	
0	F	1.038	66.0	
0	F	0.868	67.0	
0	D9, F	0.446	68.0	
0	F	0.677	69.0	
0	F	1.172	70.0	
0	D1, F	1.169	71.0	
0	D9, F	0.411	72.0	
0	D1, F	0.897	73.0	
0	D9, F	0.873	74.0	
0	D8, F	0.814	75.0	
0	D7, F	0.977	76.0	
0	D6, F	0.255	77.0	
0	None	0	78.0	
0	None	0	79.0	
0	D6, F	0.249	80.0	
0	None	0	81.0	
0	None	0	82.0	
0	None	0	83.0	
0	None	0	84.0	
0	None	0	85.0	
0	None	0	86.0	
0	None	0	87.0	
0	None	0	88.0	
0	None	0	89.0	
0	None	0	90.0	
0	None	0	91.0	
0	None	0	92.0	
0	None	0	93.0	
0	None	0	94.0	
0	None	0	95.0	
0	None	0	96.0	
0	None	0	97.0	
0	None	0	98.0	
0	None	0	99.0	
0	None	0	100.0	
0	None	0	101.0	
0	D6, F	0.095	102.0	
0	None	0	103.0	
0	None	0	104.0	
